,機關名稱,子目名稱,"('期初轉入數', 106)","('期初轉入數', 107)","('期初轉入數', 108)","('支用數', 106)","('支用數', 107)","('支用數', 108)",106支用率,107支用率,108支用率
4179,花蓮縣玉里鎮長良國民小學,應付代收款-非政府機關委託補助-學生課業輔導捐款,140.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
4270,花蓮縣瑞穗鄉奇美國民小學,應付代收款-教育儲蓄專戶-102年度,2.0,10003.0,14008.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,花蓮縣瑞穗鄉奇美國民小學,應付代收款-非政府機關委託補助-李怡寧女士教育捐款,0.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
4303,花蓮縣瑞穗鄉奇美國民小學,應付代收款-非政府機關委託補助-林嘉慧女士教育捐款,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,花蓮縣瑞穗鄉奇美國民小學,應付代收款-非政府機關委託補助-魏嘉賢先生教育捐款,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,花蓮縣瑞穗鄉富源國民小學,應付代收款-代收代付-合作社-獎學金等,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0
4398,花蓮縣瑞穗鄉富源國民小學,應付代收款-非政府機關委託補助-原住民藝文產經交流協會棒球補助,19620.0,19620.0,19620.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-教育儲蓄專戶-101年度教育儲蓄專戶,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4470,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助--陳長明議員贊助畢業旅行款,570.0,570.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助-戰國策協助添購教學設備捐助款,56000.0,56000.0,56000.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助-教育活動捐助款,187645.0,182135.0,173995.0,5510.0,8140.0,6380.0,0.02936395853873005,0.044692123973975345,0.03666772033679129
4484,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助-瑞穗鄉農會獎學金,2850.0,2850.0,2850.0,0.0,0.0,0.0,0.0,0.0,0.0
4488,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助-花蓮縣消費合作社聯合社獎學金,0.0,0.0,1391.0,0.0,0.0,0.0,0.0,0.0,0.0
4491,花蓮縣瑞穗鄉瑞北國民小學,應付代收款-非政府機關委託補助-郭淑美協助發展足球運動捐款,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0
4506,花蓮縣瑞穗鄉瑞穗國民小學,其他-向心橋慈善會獎助學金,1200.0,1200.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
4509,花蓮縣瑞穗鄉瑞穗國民小學,其他-宇宙光般若自在門獎學金,1900.0,1900.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0
4510,花蓮縣瑞穗鄉瑞穗國民小學,其他-富邦慈善基金會用愛心做朋友助學金,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
4527,花蓮縣瑞穗鄉瑞穗國民小學,其它-游慧敏小姐捐助棒球隊獎助學金,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
4532,花蓮縣瑞穗鄉瑞穗國民小學,外界捐贈本校附設幼兒園禮金,0.0,21886.0,25886.0,0.0,1000.0,0.0,0.0,0.04569130951293064,0.0
4614,花蓮縣瑞穗鄉瑞穗國民小學,非政府機關委託補助-東華大學,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0
4616,花蓮縣瑞穗鄉瑞穗國民小學,非政府機關委託補助-瑞穗春天觀光飯店股份有限公司,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
4643,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-教育儲蓄專戶-102年度教育儲蓄專戶,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4667,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-張火炎校長獎助學金,75800.0,75300.0,74800.0,500.0,500.0,500.0,0.006596306068601583,0.006640106241699867,0.0066844919786096255
4668,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-推廣交通安全經費,4620.0,4620.0,4620.0,0.0,0.0,0.0,0.0,0.0,0.0
4669,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-烏克麗麗音樂班經費,215.0,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0
4671,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-贊助學童體位及衛生改善計畫經費,9169.0,9169.0,9169.0,0.0,0.0,0.0,0.0,0.0,0.0
4675,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-邱達平先生獎助學金,76930.0,70830.0,67230.0,7000.0,3700.0,2200.0,0.09099181073703366,0.05223775236481717,0.032723486538747584
4676,花蓮縣瑞穗鄉瑞美國民小學,應付代收款-非政府機關委託補助-黃培欽老師捐贈瑞美國小小作家獎勵金,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,花蓮縣瑞穗鄉舞鶴國民小學,應付代收款-其他-贊助英語能力提升計畫,75000.0,75000.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0
4703,花蓮縣瑞穗鄉舞鶴國民小學,應付代收款-教育儲蓄專戶-101年教育儲蓄戶,105.0,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0
4749,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-代收代付-家長會捐助獎助學金,2250.0,2250.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0
4760,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-其他-財團法人永龍文教基金會贊助圖書購置費,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
4764,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-其他非政府機關委託助-中國人壽保險股份有限公司補助購書基金,32020.0,32020.0,32020.0,0.0,0.0,0.0,0.0,0.0,0.0
4765,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-其他非政府機關委託補助-兒童照護暨家庭成長協會-兒童照護家庭成長經費,520.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0
4766,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-其他非政府機關委託補助-原始生活教育協會捐助及協助學校教育活動推動,458.0,458.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
4768,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-其他非政府機關委託補助-慶生會基金,12538.0,12538.0,12538.0,0.0,0.0,0.0,0.0,0.0,0.0
4770,花蓮縣瑞穗鄉鶴岡國民小學,應付代收款-教育儲蓄專戶,3279.0,3281.0,3283.0,0.0,0.0,0.0,0.0,0.0,0.0
4812,花蓮縣瑞穗鄉鶴岡國民小學,應收代付款- 其他非政府機關委託補助-急難救助金,10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
4832,花蓮縣秀林鄉三棧國民小學,應付代收款-其他-外界捐贈學校各項活動費,12810.0,12810.0,12810.0,0.0,0.0,0.0,0.0,0.0,0.0
4863,花蓮縣秀林鄉三棧國民小學,應付代收款-非政府機關委託補助-新聯陽補助款,3821.0,3821.0,3821.0,0.0,0.0,0.0,0.0,0.0,0.0
4876,花蓮縣秀林鄉佳民國民小學,應付代收款-其他-連敏華教師捐贈學生學習活動基金,0.0,0.0,45000.0,0.0,0.0,0.0,0.0,0.0,0.0
4878,花蓮縣秀林鄉佳民國民小學,應付代收款-其他-連敏華教師捐贈校園硬體設備充實改善維修,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
4911,花蓮縣秀林鄉佳民國民小學,應付代收款-新部落發展協會捐贈款,0.0,4750.0,4750.0,0.0,0.0,0.0,0.0,0.0,0.0
5030,花蓮縣秀林鄉富世國民小學,應付代收款-非政府機關委託補助-仁愛基金,10568.0,10568.0,10568.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,花蓮縣秀林鄉崇德國民小學,應付代收款-其他-仁愛基金,299704.0,299704.0,299704.0,0.0,0.0,8000.0,0.0,0.0,0.02669300376371353
5068,花蓮縣秀林鄉崇德國民小學,應付代收款-學生繳費-畢業典禮,1018.0,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0
5071,花蓮縣秀林鄉崇德國民小學,應付代收款-教育儲蓄專戶,7301.0,7305.0,7309.0,0.0,0.0,0.0,0.0,0.0,0.0
5072,花蓮縣秀林鄉崇德國民小學,應付代收款-教育儲蓄專戶-101年以前,310.0,310.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0
5204,花蓮縣秀林鄉文蘭國民小學,應付代收款-非政府機關委託補助- 飲水思源捐款-財團法人新北市私立金樹慈善基金會,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
5213,花蓮縣秀林鄉文蘭國民小學,應付代收款-非政府機關委託補助-飲水思源捐款-邱垂裕-弱勢學生補助款,0.0,0.0,10900.0,0.0,0.0,0.0,0.0,0.0,0.0
5215,花蓮縣秀林鄉景美國民小學,應付代收款-中華209行善協會捐贈-午餐加菜金,0.0,0.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0
5334,花蓮縣秀林鄉水源國民小學,應付代收款-非政府機關委託補助-徐水源先生原住民清寒?助學金(母金),538000.0,542700.0,547516.0,0.0,0.0,0.0,0.0,0.0,0.0
5414,花蓮縣秀林鄉西寶國民小學,應付代收款-其他-教育文化活動捐助款,4677.0,4677.0,4677.0,0.0,0.0,0.0,0.0,0.0,0.0
5420,花蓮縣秀林鄉西寶國民小學,應付代收款-其他-谷崧基金助學金,11755.0,11755.0,11755.0,0.0,0.0,0.0,0.0,0.0,0.0
5424,花蓮縣秀林鄉西寶國民小學,應付代收款-其他-陳鎮塗校長?助學金,12000.0,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,花蓮縣秀林鄉銅蘭國民小學,應付代收款-非政府機關委託補助-郭金蘭女士捐贈獎助學金捐款,26564.0,24764.0,22964.0,1800.0,1800.0,1800.0,0.06776087938563469,0.07268615732514941,0.07838355687162515
5565,花蓮縣秀林鄉銅門國民小學,應付代收款-非政府機關委託補助-天使釣竿計畫經費,27260.0,27260.0,27260.0,0.0,0.0,0.0,0.0,0.0,0.0
5598,花蓮縣立三民國民中學,應付代收款-教育儲蓄專戶-102年度育儲蓄專戶,121928.0,0.0,122075.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,花蓮縣立三民國民中學,應付代收款-非政府機關委託補助- 捐助體育發展基金,39303.0,0.0,48053.0,1753.0,0.0,1840.0,0.04460219321680279,0.0,0.038291053628285436
5661,花蓮縣立光復國民中學,應付代收-非政府機關委託補助-中華民國高爾夫協會,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0
5662,花蓮縣立光復國民中學,應付代收-非政府機關委託補助-簡子典,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
5691,花蓮縣立光復國民中學,應付代收款-教育儲蓄專戶-教育儲蓄專戶,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
5874,花蓮縣立化仁國民中學,非政府機關委託補助-特教資源班捐助款,65041.0,65041.0,65041.0,0.0,0.0,1716.0,0.0,0.0,0.026383358189449733
5912,花蓮縣立南平中學,應收代收款-代收代付-其他-張見陸助學金,445.0,445.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0
5913,花蓮縣立南平中學,應收代收款-代收代付-其他-松哲專案獎助金,9283.0,9283.0,9283.0,0.0,0.0,0.0,0.0,0.0,0.0
5914,花蓮縣立南平中學,應收代收款-代收代付-其他-畢業禮金,4076.0,4076.0,4076.0,0.0,0.0,0.0,0.0,0.0,0.0
5915,花蓮縣立南平中學,應收代收款-代收代付-其他-花蓮二信捐助,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
5919,花蓮縣立南平中學,應收代收款-其他-捐贈本校推展性平等教育經費,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
5951,花蓮縣立吉安國民中學,應付代收款-其他政府機關委託補助-移民署-101學年新住民子女獎助學金,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
5960,花蓮縣立吉安國民中學,應付代收款-教育儲蓄專戶-年度利息,75.0,112.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-傳欣企業(股)公司捐助急難救助助學金,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
6029,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-各界贊助卡巴迪團隊經費,20350.0,20350.0,20350.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-和慶裝修設計-補助對外參賽活動經費,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
6036,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-慈惠堂補助102學年中等學校5人制足球錦標賽,1760.0,1760.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0
6041,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-水電費用分攤,0.0,10713.0,10713.0,0.0,0.0,0.0,0.0,0.0,0.0
6042,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-田天送-贊助本校經常性業務支出經費,470.0,470.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0
6046,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-社會回饋資源,9532.0,9532.0,9532.0,0.0,0.0,0.0,0.0,0.0,0.0
6049,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-維爾康、香香、可口味升學獎學金,17320.0,17320.0,17320.0,0.0,0.0,0.0,0.0,0.0,0.0
6050,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-記憶空間學會-高咬檳榔行動研究經費(林金雄),10000.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
6057,花蓮縣立吉安國民中學,應付代收款-非政府機關委託補助-黃振富議員-國中小假日免費營養午餐,40320.0,40320.0,40320.0,0.0,0.0,0.0,0.0,0.0,0.0
6071,花蓮縣立國風國民中學,應付代收款-代收代付-校慶捐助款,27.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
6081,花蓮縣立國風國民中學,應付代收款-其他-九太社贊助跆拳道監獄表演費,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
6088,花蓮縣立國風國民中學,應付代收款-其他-向心橋慈善會-捐助貧困救助金,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
6092,花蓮縣立國風國民中學,應付代收款-其他-宇宙光般若自在門功德基金會-捐助弱勢獎學金,30000.0,30000.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0
6097,花蓮縣立國風國民中學,應付代收款-其他-楊素珍女士捐助獎學金,20000.0,20000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
6102,花蓮縣立國風國民中學,應付代收款-其他-花蓮縣讀經學會捐助款,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
6321,花蓮縣立宜昌國民中學,付代收款-非政府機關委託補助-捐助金(優鼎科技)-校舍維護,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
6455,花蓮縣立宜昌國民中學,應付代收款-非政府機關委託補助-捐助金(優鼎科技)-優秀生獎勵金,0.0,0.0,100000.0,0.0,0.0,2414.0,0.0,0.0,0.02414
6456,花蓮縣立宜昌國民中學,應付代收款-非政府機關委託補助-捐助金(優鼎科技)-管樂發展,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0
6549,花蓮縣立富北國民中學,應付代收款-非政府機關委託補助-各界捐助本校設備維護,5821.0,5821.0,5821.0,0.0,0.0,0.0,0.0,0.0,0.0
6558,花蓮縣立富北國民中學,應付代收款-非政府機關委託補助-邱國榮先生捐款,18754.0,18754.0,18754.0,0.0,0.0,0.0,0.0,0.0,0.0
6641,花蓮縣立富源國民中學,應付代收款-非政府機關委託補助-戴凱文及陳素美獎學金,82569.0,82069.0,81069.0,500.0,1000.0,0.0,0.006055541425958895,0.012184868829887046,0.0
6644,花蓮縣立富源國民中學,應付代收款-非政府機關委託補助-梁少鳳急難救助,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0
6667,花蓮縣立富里國民中學,應付代收款-其他-各項活動贊助款,300.0,5300.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0
